Identifier,Term,Class,Class.Nbr,Section,Primary.Instruction.Section,Class.Description,Official.Grade,Status.Cd,Status.Reason,Enrolled.Hours,Add.Date,IPEDS.Ethnicity,X1st.Gen.College.Std.Flag,Mail.City,Mail.State.Cd,Mail.Country,Home.City,Home.State.Cd,Home.County,Home.Country,Academic.Level.Begin.of.Term,Cum.GPA,Total.Cum.Units,Total.NAU.Units,Primary.Academic.Program,Primary.Academic.Plan,Sub.Plan,Student.Campus,College.Cd,College,Division.Cd,Division,Unit.Cd,Unit,First.Term.Enrolled.Cd.Ugrd,First.Term.Enrolled.Cd.Grad,Last.Term.Enrolled,Class.Campus.Cd,Class.Campus,Instruction.Mode,Age,Sex,1st.Gen.College.Std.Flag,section_code,Passed,Passed_int,hw_submissions,hw_score_mean,hw_time_total_min,hw_fast_submit_rate,hw_available,hw_completion_rate,unit1_exam_score,Attendance...Participation.Final.Score,Pre.Class.Prep.Final.Score,Check.Your.Understanding.Final.Score,Friday.Funday.Final.Score,Module.Knowledge.Assessments.Final.Score,Module.Practice.Knowledge.Assessments.Final.Score,Final.Knowledge.Assessment.Final.Score,Study.Skills.Videos.Final.Score,Final.Score,Projects.Final.Score,Assignments.Final.Score
558.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,1/8/2025,White,N,Wilsonville,OR,United States,Wilsonville,OR, ,USA,Freshman,1.93,24.0,24.0,UGRD-Degree Seeking,Construction Mgt (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-5087,False,0,,,,,,,,,,,,,,,,,,
559.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,F,E,Enrolled,4.0,1/3/2025,White,Y,Mesa,AZ,United States,Mesa,AZ,Maricopa,USA,Freshman,2.4,11.0,11.0,UGRD-Degree Seeking,Mechanical Engineering (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,Y,1251-5087,False,0,82.0,96.37487804878049,1484.8,0.07317073170731707,70.0,1.0,38.16,71.8,97.77,97.02,98.41,41.92,42.53,15.92,72.73,47.87,,
560.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,11/8/2024,White,N,Chandler,AZ,United States,Chandler,AZ,Maricopa,USA,Freshman,2.86,28.0,22.0,UGRD-Degree Seeking,Chemistry (BS),Forensics & Criminalistics Emp,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-5087,False,0,,,,,,,,,,,,,,,,,,
561.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,D,E,Enrolled,4.0,10/28/2024,White,N,Cave Creek,AZ,United States,Cave Creek,AZ,Maricopa,USA,Freshman,2.44,32.0,32.0,UGRD-Degree Seeking,Biology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-5087,False,0,82.0,86.05573170731707,2151.766666666667,0.08536585365853659,70.0,1.0,59.4,75.0,89.44,80.17,74.73,55.48,29.48,62.9,72.73,63.1,,
444.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,1/9/2025,Hispanic/Latino,N,Page,AZ,United States,Page,AZ,Coconino,USA,Freshman,1.12,18.0,18.0,UGRD-Degree Seeking,Software Engineering (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-5087,False,0,82.0,31.167560975609753,1315.7,0.6341463414634146,70.0,1.0,39.0,,,,,,,,,,,
562.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,F,E,Enrolled,4.0,12/5/2024,White,N,Ottawa,KS,United States,Ottawa,KS, ,USA,Freshman,2.4,25.0,25.0,UGRD-Degree Seeking,Biology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,18.0,Female,N,1251-5087,False,0,82.0,70.64329268292683,4396.45,0.0975609756097561,70.0,1.0,69.65,72.46,84.2,63.89,73.4,50.42,15.87,59.28,18.18,57.79,,
566.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/28/2024,Not Specified,Y,Chandler,AZ,United States,Chandler,AZ,Maricopa,USA,Freshman,2.73,26.0,26.0,UGRD-Degree Seeking,Forestry (BSF),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,Y,1251-5087,False,0,,,,,,,,,,,,,,,,,,
567.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,A,E,Enrolled,4.0,1/10/2025,Black/African American,N,Peoria,AZ,United States,Peoria,AZ,Maricopa,USA,Freshman,3.67,29.0,12.0,UGRD-Degree Seeking,Mechanical Engineering (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1251.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-5087,True,1,82.0,96.07073170731708,4689.133333333333,0.036585365853658534,70.0,1.0,91.52,98.82,98.36,98.34,99.27,88.32,36.65,90.9,63.64,91.78,,
568.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/28/2024,White,N,Gilbert,AZ,United States,Gilbert,AZ,Maricopa,USA,Freshman,2.6,31.0,31.0,UGRD-Degree Seeking,Physics & Astrophysics (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,18.0,Male,N,1251-5087,True,1,82.0,56.75609756097561,1203.6333333333332,0.3902439024390244,70.0,1.0,87.9,32.5,61.11,47.22,31.35,81.86,36.2,78.03,27.27,68.97,,
569.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,11/12/2024,White,Y,Flagstaff,AZ,United States,Flagstaff,AZ,Coconino,USA,Sophomore,0.0,42.0,0.0,UGRD-Degree Seeking,ImmersiveMedia&Games (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1251.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,23.0,Male,Y,1251-5087,False,0,82.0,34.87134146341463,1814.3,0.5975609756097561,70.0,1.0,43.04,,,,,,,,,,,
570.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,A,E,Enrolled,4.0,10/22/2024,White,N,Sammamish,WA,United States,Sammamish,WA, ,USA,Sophomore,4.0,67.0,36.0,UGRD-Degree Seeking,Exercise Physiology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-5087,True,1,82.0,90.07512195121951,2165.883333333333,0.07317073170731707,70.0,1.0,88.5,92.71,91.63,86.56,91.82,94.88,57.07,95.5,63.64,93.77,,
572.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,F,E,Enrolled,4.0,1/22/2025,White,N,Phoenix,AZ,United States,Phoenix,AZ,Maricopa,USA,Freshman,0.0,0.0,0.0,UGRD-Degree Seeking,Computer Science (BSCS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1251.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,18.0,Male,N,1251-5087,False,0,82.0,21.249756097560976,917.2,0.7439024390243902,70.0,1.0,22.0,6.0,18.38,11.8,10.66,16.51,0.2,0.0,18.18,10.45,,
9.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,12/24/2024,White,Y,Gilbert,AZ,United States,Gilbert,AZ,Maricopa,USA,Sophomore,1.94,49.0,45.0,UGRD-Degree Seeking,Construction Mgt (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1227.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,20.0,Female,Y,1251-6530,False,0,82.0,23.01829268292683,325.98333333333335,0.7804878048780488,70.0,1.0,0.0,,,,,,,,,,,
575.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,D,E,Enrolled,4.0,10/24/2024,White,Y,Corona,CA,United States,Corona,CA, ,USA,Junior,3.21,98.0,98.0,UGRD-Degree Seeking,HlthSci-Fit Wellness (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1227.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,20.0,Male,Y,1251-6530,False,0,82.0,92.9709756097561,1790.4833333333333,0.08536585365853659,70.0,1.0,62.28,89.8,91.95,93.3,92.63,52.82,15.81,75.0,72.73,68.9,,
576.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/24/2024,White,N,Flagstaff,AZ,United States,Flagstaff,AZ,Coconino,USA,Junior,3.04,105.0,86.0,UGRD-Degree Seeking,Environmental Sciences (BS),Environmental Management Emp,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1227.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,21.0,Female,N,1251-6530,True,1,82.0,97.81317073170732,2006.6666666666667,0.08536585365853659,70.0,1.0,80.0,74.0,97.27,97.57,96.15,70.45,16.57,73.15,72.73,75.99,,
577.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/28/2024,Hispanic/Latino,Y,Phoenix,AZ,United States,Phoenix,AZ,Maricopa,USA,Sophomore,2.54,51.0,47.0,UGRD-Degree Seeking,Exercise Physiology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1237.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,Y,1251-6530,True,1,82.0,87.11036585365854,4051.366666666667,0.04878048780487805,70.0,1.0,77.13,100.0,99.03,84.2,92.06,67.18,44.25,57.88,45.45,71.58,,
578.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,B,E,Enrolled,4.0,10/29/2024,Hispanic/Latino,Y,Tucson,AZ,United States,Tucson,AZ,Pima,USA,Junior,3.3,80.0,66.0,UGRD-Degree Seeking,Exercise Physiology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1237.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,Y,1251-6530,True,1,82.0,90.15036585365854,2959.8166666666666,0.12195121951219512,70.0,1.0,86.2,84.0,93.54,92.62,70.23,83.64,52.73,95.2,63.64,86.52,,
582.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,B,E,Enrolled,4.0,10/28/2024,Two or More,N,Glendale,AZ,United States,Glendale,AZ,Maricopa,USA,Freshman,3.47,31.0,31.0,UGRD-Degree Seeking,Environmental Sciences (BS),Climate Emp,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,18.0,Male,N,1251-6530,True,1,82.0,98.57865853658537,4675.216666666666,0.08536585365853659,70.0,1.0,79.05,77.0,98.42,98.63,94.6,73.29,56.34,80.2,81.82,79.41,,
583.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,A,E,Enrolled,4.0,10/22/2024,White,N,Prescott Valley,AZ,United States,Prescott Valley,AZ,Yavapai,USA,Junior,4.0,99.0,35.0,UGRD-Degree Seeking,Strategic Comm (BS),Advertising Emp,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,18.0,Male,N,1251-6530,True,1,82.0,100.0,8437.8,0.06097560975609756,70.0,1.0,94.3,100.0,100.0,100.0,100.0,97.45,99.58,84.57,81.82,94.92,,
584.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,A,E,Enrolled,4.0,1/13/2025,White,Y,Kingman,AZ,United States,Kingman,AZ,Mohave,USA,Sophomore,3.87,57.0,26.0,UGRD-Degree Seeking,Chemistry (BS),Forensics & Criminalistics Emp,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,Y,1251-6530,True,1,82.0,100.0,4202.55,0.0,70.0,1.0,87.1,100.0,100.0,100.0,99.9,93.53,59.59,97.8,81.82,96.34,,
425.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/28/2024,White,N,Tucson,AZ,United States,Tucson,AZ,Pima,USA,Sophomore,3.0,47.0,29.0,UGRD-Degree Seeking,Forestry (BSF),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-6530,True,1,82.0,79.83329268292682,2829.75,0.12195121951219512,70.0,1.0,84.9,68.0,91.34,79.29,46.21,77.16,37.69,75.23,45.45,73.81,,
587.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/21/2024,White,N,Tucson,AZ,United States,Tucson,AZ,Pima,USA,Freshman,3.08,29.0,25.0,UGRD-Degree Seeking,Mechanical Engineering (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-6530,True,1,82.0,82.94914634146342,5948.95,0.0975609756097561,70.0,1.0,56.92,73.6,90.02,82.22,71.89,64.98,33.83,92.5,45.45,74.93,,
589.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/28/2024,White,N,Tucson,AZ,United States,Tucson,AZ,Pima,USA,Freshman,2.79,28.0,28.0,UGRD-Degree Seeking,Biomedical Science (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-6530,False,0,82.0,47.28414634146342,1286.55,0.4146341463414634,70.0,1.0,61.23,,,,,,,,,,,
590.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,B,E,Enrolled,4.0,10/28/2024,White,N,Flagstaff,AZ,United States,Mesa,AZ,Maricopa,USA,Freshman,3.43,30.0,30.0,UGRD-Degree Seeking,Biomedical Science (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-6530,True,1,82.0,99.96573170731708,2124.133333333333,0.08536585365853659,70.0,1.0,67.96,76.6,99.95,99.95,100.0,70.43,57.45,84.33,81.82,79.54,,
591.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,D,E,Enrolled,4.0,10/22/2024,White,N,San Diego,CA,United States,San Diego,CA, ,USA,Freshman,2.41,29.0,29.0,UGRD-Degree Seeking,Forestry (BSF),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-6530,False,0,82.0,96.74609756097561,3501.4500000000003,0.06097560975609756,70.0,1.0,69.4,74.0,99.53,95.57,96.9,57.94,25.89,64.26,81.82,67.62,,
592.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,D,E,Enrolled,4.0,10/28/2024,White,N,Scottsdale,AZ,United States,Scottsdale,AZ,Maricopa,USA,Freshman,2.86,37.0,28.0,UGRD-Degree Seeking,Construction Mgt (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-6530,False,0,82.0,88.93158536585366,2004.8833333333334,0.08536585365853659,70.0,1.0,58.17,86.73,96.52,86.73,86.44,47.61,28.08,54.1,54.55,59.77,,
593.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/28/2024,White,N,Chandler,AZ,United States,Chandler,AZ,Maricopa,USA,Freshman,3.51,38.0,35.0,UGRD-Degree Seeking,Chemistry (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-6530,True,1,82.0,76.77000000000001,2403.0833333333335,0.18292682926829268,70.0,1.0,89.0,40.0,79.58,74.32,74.39,77.88,49.22,87.0,45.45,75.77,,
594.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/28/2024,Black/African American,N,Phoenix,AZ,United States,Phoenix,AZ,Maricopa,USA,Freshman,2.15,21.0,21.0,UGRD-Degree Seeking,Environmental Engr (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-6530,False,0,82.0,41.60012195121951,2996.9,0.4878048780487805,70.0,1.0,86.0,,,,,,,,,,,
595.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,B,E,Enrolled,4.0,10/22/2024,Hispanic/Latino,N,Chandler,AZ,United States,Chandler,AZ,Maricopa,USA,Freshman,3.86,31.0,31.0,UGRD-Degree Seeking,Strategic Comm (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-6530,True,1,82.0,93.3039024390244,2339.133333333333,0.024390243902439025,70.0,1.0,93.3,83.6,89.06,99.45,97.22,81.93,58.91,87.3,54.55,86.26,,
596.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/28/2024,White,Y,San Tan Valley,AZ,United States,San Tan Valley,AZ,Pinal,USA,Freshman,2.59,29.0,29.0,UGRD-Degree Seeking,Exercise Physiology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,Y,1251-6530,True,1,82.0,89.94256097560975,1681.9166666666667,0.036585365853658534,70.0,1.0,50.5,99.9,87.89,94.98,97.72,53.06,40.72,78.88,27.27,71.52,,
597.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,D,E,Enrolled,4.0,1/21/2025,White,N,Mesa,AZ,United States,Mesa,AZ,Maricopa,USA,Freshman,2.15,35.0,26.0,UGRD-Degree Seeking,Exploratory,,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-6530,False,0,82.0,85.83073170731707,915.2166666666667,0.08536585365853659,70.0,1.0,84.5,54.26,93.54,86.88,89.13,63.25,28.43,69.38,27.27,68.06,,
599.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,D,E,Enrolled,4.0,10/28/2024,White,N,Chandler,AZ,United States,Chandler,AZ,Maricopa,USA,Freshman,2.6,31.0,27.0,UGRD-Degree Seeking,Biomedical Science (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-6530,False,0,82.0,83.11085365853658,2880.2833333333333,0.10975609756097561,70.0,1.0,75.3,85.6,82.58,85.55,77.73,53.01,18.04,50.49,36.36,60.62,,
600.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,B,E,Enrolled,4.0,10/29/2024,White,N,Henderson,NV,United States,Henderson,NV, ,USA,Freshman,3.41,29.0,29.0,UGRD-Degree Seeking,Construction Mgt (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,18.0,Male,N,1251-6530,True,1,82.0,91.38756097560976,1977.4833333333333,0.08536585365853659,70.0,1.0,87.25,63.0,99.02,97.06,98.0,79.47,36.98,71.4,18.18,78.86,,
601.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,A,E,Enrolled,4.0,10/28/2024,Hispanic/Latino,N,Gilbert,AZ,United States,Gilbert,AZ,Maricopa,USA,Freshman,4.0,43.0,35.0,UGRD-Degree Seeking,Exercise Physiology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-6530,True,1,82.0,99.59341463414634,3253.233333333333,0.0,70.0,1.0,97.55,99.0,100.0,100.0,96.43,96.7,43.0,87.33,81.82,94.9,,
602.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,F,E,Enrolled,4.0,10/28/2024,Hispanic/Latino,Y,La Puente,CA,United States,La Puente,CA, ,USA,Freshman,1.7,26.0,26.0,UGRD-Degree Seeking,Construction Mgt (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,18.0,Male,Y,1251-6530,False,0,82.0,73.23512195121951,1265.25,0.15853658536585366,70.0,1.0,35.2,66.4,79.34,68.51,65.39,47.96,28.0,0.0,54.55,41.09,,
606.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,B,E,Enrolled,4.0,10/28/2024,Black/African American,N,Gilbert,AZ,United States,Gilbert,AZ,Maricopa,USA,Freshman,3.34,29.0,29.0,UGRD-Degree Seeking,Biology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-6530,True,1,82.0,87.9339024390244,3248.6833333333334,0.0975609756097561,70.0,1.0,83.72,76.0,92.63,87.12,83.5,86.18,79.92,89.0,54.55,85.77,,
607.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/28/2024,White,N,Durango,CO,United States,Durango,CO, ,USA,Freshman,2.97,38.0,29.0,UGRD-Degree Seeking,Exercise Physiology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-6530,True,1,82.0,91.98024390243903,4064.116666666667,0.06097560975609756,70.0,1.0,64.6,62.0,98.56,98.77,91.98,74.46,32.42,64.83,18.18,74.47,,
565.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,F,E,Enrolled,4.0,1/13/2025,American Indian/Alaska Native,Y,Maricopa,AZ,United States,Maricopa,AZ,Pinal,USA,Freshman,0.31,10.0,4.0,UGRD-Degree Seeking,Biomedical Science (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,17.0,Female,Y,1251-6530,False,0,82.0,16.702560975609757,934.1666666666666,0.7682926829268293,70.0,1.0,18.5,25.0,28.57,0.48,3.15,4.63,1.39,0.0,27.27,4.99,,
191.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,F,E,Enrolled,4.0,1/10/2025,Hispanic/Latino,N,Surprise,AZ,United States,Surprise,AZ,Maricopa,USA,Freshman,1.77,24.0,24.0,UGRD-Degree Seeking,Engineering-Undecided,,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-6530,False,0,82.0,96.02719512195121,4346.683333333333,0.036585365853658534,70.0,1.0,32.83,98.0,95.83,93.61,98.63,33.65,33.56,8.73,72.73,44.4,,
609.0,1251.0,MAT 125,6530.0,21.0,21.0,Precalculus Mathematics,D,E,Enrolled,4.0,10/28/2024,White,Y,Surprise,AZ,United States,Surprise,AZ,Maricopa,USA,Freshman,2.79,36.0,30.0,UGRD-Degree Seeking,Biomedical Science (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,18.0,Male,Y,1251-6530,False,0,82.0,72.27512195121952,2061.8166666666666,0.1951219512195122,70.0,1.0,90.4,34.0,72.43,69.89,89.32,75.85,57.26,57.33,18.18,67.38,,
